WIlmanNameForPhylo;species;year;naxes;beta_total;beta_repl;beta_diff;vol_protected;vol_unprotected;disp_protected;disp_unprotected;delta_vol;delta_disp;Group;Activity-Nocturnal;BodyMass-Value;Gen_Length;Migr;RL_Status_FI_2019;Habitat_Specializ;DietSpecializ;MainHabitatOriginal;MainHabitat6;MeanLatitude;Order;Family
Accipiter gentilis;Accipiter gentilis;2006s;6;0,265;0,259;0,006;304,9382957;307,165259;0,643877451;0,643561849;-2,226963296;0,000315602;bird;0;866,04;7;R;0;0,965714286;0,977777778;CF;coniferous;57,19542268;ACCIPITRIFORMES;Accipitridae
Accipiter gentilis;Accipiter gentilis;2012s;4;0,061;0,034;0,026;22087,215;21493,54878;0,659351897;0,651505678;593,666214;0,007846219;bird;0;866,04;7;R;0;0,965714286;0,977777778;CF;coniferous;57,19542268;ACCIPITRIFORMES;Accipitridae
Accipiter gentilis;Accipiter gentilis;2018s;6;0,217;0,216;0,001;7,575293397;7,587692368;0,330688039;0,329691556;-0,01239897;0,000996483;bird;0;866,04;7;R;0;0,965714286;0,977777778;CF;coniferous;57,19542268;ACCIPITRIFORMES;Accipitridae
Limicola falcinellus;Calidris falcinellus;2018s;5;0,066;0,059;0,007;15022,18769;15136,93158;0,727593443;0,740741397;-114,7438887;-0,013147955;bird;0;37,1;4,8;L;0;0,903896104;0,955555556;MM;other;63,22578802;CHARADRIIFORMES;Scolopacidae
Luscinia svecica;Luscinia svecica;2000s;5;0,058;0,057;0,001;13171,59967;13155,08107;0,739422169;0,744505447;16,51860085;-0,005083279;bird;0;17,23;4,2;L;0;0,742857143;0,844444444;SH;other;64,04314265;PASSERIFORMES;Muscicapidae
Acrocephalus scirpaceus;Acrocephalus scirpaceus;2018s;6;0,162;0,144;0,018;426,5510036;434,8363145;0,8051854;0,807820427;-8,285310882;-0,002635026;bird;0;12,3;4,2;L;0;0,978571429;0,866666667;WE;water;54,27729274;PASSERIFORMES;Sylviidae
Lanius collurio;Lanius collurio;2006s;5;0,165;0,159;0,006;2053,917024;2068,374646;0,865191972;0,878960547;-14,45762197;-0,013768575;bird;0;28,44;4;L;0;0,857142857;0,844444444;SH;other;53,38287806;PASSERIFORMES;Laniidae
Lanius collurio;Lanius collurio;2018s;7;0,559;0,536;0,023;11,76000978;11,38721889;0,818394504;0,82415691;0,372790887;-0,005762407;bird;0;28,44;4;L;0;0,857142857;0,844444444;SH;other;53,38287806;PASSERIFORMES;Laniidae
Accipiter nisus;Accipiter nisus;2012s;4;0,06;0,057;0,003;43289,27803;43423,42869;0,903519518;0,895901911;-134,1506582;0,007617607;bird;0;220,79;7,2;S;0;0,885714286;1;FO;mixedForest;55,90838888;ACCIPITRIFORMES;Accipitridae
Phasianus colchicus;Phasianus colchicus;2018s;7;0,331;0,324;0,007;169,0670808;170,5088076;0,787396165;0,786014624;-1,441726786;0,001381541;bird;0;1120,31;5;R;0;0,971428571;0,733333333;FA;agric;53,54320941;GALLIFORMES;Phasianidae
Pinicola enucleator;Pinicola enucleator;2018s;4;0,047;0,037;0,011;31263,93554;31617,37549;0,724611199;0,72433844;-353,4399406;0,000272759;bird;0;56,4;4,2;R;0;0,955102041;0,711111111;CF;coniferous;62,72616933;PASSERIFORMES;Fringillidae
Haematopus ostralegus;Haematopus ostralegus;2018s;4;0,046;0,039;0,007;801,8773294;807,9120646;0,314358596;0,308120283;-6,034735195;0,006238313;bird;0;526;13,7;S;0;0,881632653;0,977777778;AR;water;55,89048927;CHARADRIIFORMES;Haematopodidae
Acrocephalus palustris;Acrocephalus palustris;2018s;5;0,089;0,071;0,017;49178,81101;50075,54945;1,143494995;1,133010691;-896,7384425;0,010484304;bird;0;11,5;4,3;L;0;0,978571429;0,955555556;SH;other;53,84943107;PASSERIFORMES;Sylviidae
Ardea cinerea;Ardea cinerea;2018s;5;0,12;0,11;0,01;977,4090616;987,4871732;0,999459973;1,005469598;-10,07811159;-0,006009625;bird;0;1443;10,3;S;0;0,714285714;0,844444444;WE;water;53,92459363;PELECANIFORMES;Ardeidae
Acrocephalus dumetorum;Acrocephalus dumetorum;2018s;7;0,533;0,499;0,033;28,85714541;30,20272434;0,755101288;0,763277172;-1,34557893;-0,008175884;bird;0;11,2;4,4;L;0;0,942857143;0,977777778;SH;other;52,96234508;PASSERIFORMES;Sylviidae
Alces alces;Alces alces;2000s;7;0,523;0,5;0,023;0,631623488;0,651828549;0,449222844;0,450979757;-0,020205061;-0,001756913;mammal;1;356998,16;10,1966537;NA;0;0,952941176;1;NA;NA;63,23128086;ARTIODACTYLA;Cervidae
Alces alces;Alces alces;2006s;7;0,403;0,391;0,012;0,851779917;0,864441324;0,456246915;0,454329007;-0,012661407;0,001917909;mammal;1;356998,16;10,1966537;NA;0;0,952941176;1;NA;NA;63,23128086;ARTIODACTYLA;Cervidae
Alces alces;Alces alces;2012s;7;0,408;0,378;0,03;0,56304296;0,584971074;0,450324122;0,444935982;-0,021928114;0,00538814;mammal;1;356998,16;10,1966537;NA;0;0,952941176;1;NA;NA;63,23128086;ARTIODACTYLA;Cervidae
Alces alces;Alces alces;2018s;7;0,476;0,466;0,009;0,474472849;0,468692553;0,447121208;0,442444017;0,005780296;0,004677191;mammal;1;356998,16;10,1966537;NA;0;0,952941176;1;NA;NA;63,23128086;ARTIODACTYLA;Cervidae
Gulo gulo;Gulo gulo;2000s;5;0,063;0,055;0,008;8516,93211;8449,368813;0,671180212;0,664822854;67,56329774;0,006357358;mammal;1;17012,56;7,18438863;NA;1;0,898214286;0,733333333;NA;NA;64,03833363;CARNIVORA;Mustelidae
Gulo gulo;Gulo gulo;2006s;7;0,989;0,969;0,02;0,011142645;0,010713846;0,60384869;0,614285763;0,000428799;-0,010437072;mammal;1;17012,56;7,18438863;NA;1;0,898214286;0,733333333;NA;NA;64,03833363;CARNIVORA;Mustelidae
Gulo gulo;Gulo gulo;2012s;6;0,398;0,388;0,01;7,852612817;7,751535019;0,463763372;0,467490895;0,101077799;-0,003727523;mammal;1;17012,56;7,18438863;NA;1;0,898214286;0,733333333;NA;NA;64,03833363;CARNIVORA;Mustelidae
Gulo gulo;Gulo gulo;2018s;7;0,548;0,511;0,037;1,12451195;1,068231847;0,451453642;0,444856041;0,056280103;0,006597601;mammal;1;17012,56;7,18438863;NA;1;0,898214286;0,733333333;NA;NA;64,03833363;CARNIVORA;Mustelidae
Lepus timidus;Lepus timidus;2000s;7;0,4;0,3;0,1;1,508882595;1,709696242;0,457262112;0,4612395;-0,200813647;-0,003977388;mammal;1;3048;2,869251178;NA;0;0,928571429;1;NA;NA;63,28351638;LAGOMORPHA;Leporidae
Lepus timidus;Lepus timidus;2006s;7;0,445;0,34;0,105;1,094251082;0,955512163;0,46179665;0,45080821;0,138738918;0,01098844;mammal;1;3048;2,869251178;NA;0;0,928571429;1;NA;NA;63,28351638;LAGOMORPHA;Leporidae
Lepus timidus;Lepus timidus;2012s;7;0,341;0,23;0,111;2,024411229;2,315626484;0,466356666;0,477016291;-0,291215256;-0,010659625;mammal;1;3048;2,869251178;NA;0;0,928571429;1;NA;NA;63,28351638;LAGOMORPHA;Leporidae
Lepus timidus;Lepus timidus;2018s;7;0,342;0,333;0,009;0,946751771;0,937070987;0,433300121;0,435666239;0,009680785;-0,002366117;mammal;1;3048;2,869251178;NA;0;0,928571429;1;NA;NA;63,28351638;LAGOMORPHA;Leporidae
Lutra lutra;Lutra lutra;2000s;7;0,539;0,516;0,023;1,111403954;1,14667734;0,467419456;0,464919612;-0,035273385;0,002499843;mammal;1;8785,14;7,597156393;NA;0;0,657142857;0,733333333;NA;NA;63,15800091;CARNIVORA;Mustelidae
Lutra lutra;Lutra lutra;2006s;7;0,48;0,397;0,083;1,294855631;1,44484204;0,455127225;0,457918173;-0,14998641;-0,002790948;mammal;1;8785,14;7,597156393;NA;0;0,657142857;0,733333333;NA;NA;63,15800091;CARNIVORA;Mustelidae
Lutra lutra;Lutra lutra;2012s;7;0,397;0,394;0,004;2,441637398;2,43055727;0,484549564;0,489708026;0,011080128;-0,005158462;mammal;1;8785,14;7,597156393;NA;0;0,657142857;0,733333333;NA;NA;63,15800091;CARNIVORA;Mustelidae
Lutra lutra;Lutra lutra;2018s;7;0,46;0,458;0,002;1,292755292;1,296321534;0,47934474;0,471484455;-0,003566243;0,007860285;mammal;1;8785,14;7,597156393;NA;0;0,657142857;0,733333333;NA;NA;63,15800091;CARNIVORA;Mustelidae
Lynx lynx;Lynx lynx;2000s;7;0,645;0,614;0,03;0,119722384;0,114470643;0,37486392;0,37725562;0,005251741;-0,0023917;mammal;1;17950;9,145861415;NA;0;0,942857143;1;NA;NA;62,41643669;CARNIVORA;Felidae
Lynx lynx;Lynx lynx;2006s;7;0,476;0,424;0,052;0,574476466;0,536701359;0,415171519;0,414201254;0,037775108;0,000970265;mammal;1;17950;9,145861415;NA;0;0,942857143;1;NA;NA;62,41643669;CARNIVORA;Felidae
Lynx lynx;Lynx lynx;2012s;7;0,367;0,361;0,006;1,28448994;1,274447032;0,450086731;0,455747106;0,010042908;-0,005660375;mammal;1;17950;9,145861415;NA;0;0,942857143;1;NA;NA;62,41643669;CARNIVORA;Felidae
Lynx lynx;Lynx lynx;2018s;7;0,384;0,364;0,02;0,531091401;0,544192487;0,424728894;0,420410266;-0,013101087;0,004318628;mammal;1;17950;9,145861415;NA;0;0,942857143;1;NA;NA;62,41643669;CARNIVORA;Felidae
Vulpes lagopus;Vulpes lagopus;2000s;7;0,616;0,547;0,069;0,288233973;0,318649737;0,442349448;0,442856702;-0,030415764;-0,000507254;mammal;0;3584,37;5,126540046;NA;1;0,985714286;0,866666667;NA;NA;63,39164854;CARNIVORA;Canidae
Vulpes lagopus;Vulpes lagopus;2006s;7;0,417;0,349;0,068;1,019578664;0,935539108;0,455460552;0,451611582;0,084039556;0,003848971;mammal;0;3584,37;5,126540046;NA;1;0,985714286;0,866666667;NA;NA;63,39164854;CARNIVORA;Canidae
Vulpes lagopus;Vulpes lagopus;2012s;7;0,361;0,331;0,031;0,937221283;0,902635693;0,450823289;0,454517331;0,03458559;-0,003694042;mammal;0;3584,37;5,126540046;NA;1;0,985714286;0,866666667;NA;NA;63,39164854;CARNIVORA;Canidae
Vulpes lagopus;Vulpes lagopus;2018s;7;0,499;0,456;0,042;0,52243593;0,493674693;0,461609518;0,454638455;0,028761237;0,006971063;mammal;0;3584,37;5,126540046;NA;1;0,985714286;0,866666667;NA;NA;63,39164854;CARNIVORA;Canidae
Lepus europaeus;Lepus europaeus;2000s;7;0,537;0,512;0,025;1,8480079;1,785675695;0,502813179;0,499094724;0,062332205;0,003718455;mammal;1;3740;2;NA;0;0,928571429;1;NA;NA;61,43076373;LAGOMORPHA;Leporidae
Lepus europaeus;Lepus europaeus;2006s;7;0,692;0,65;0,042;0,696459925;0,653619007;0,467089821;0,463027734;0,042840918;0,004062087;mammal;1;3740;2;NA;0;0,928571429;1;NA;NA;61,43076373;LAGOMORPHA;Leporidae
Lepus europaeus;Lepus europaeus;2012s;7;0,346;0,328;0,018;4,084538773;4,175650005;0,493011838;0,488509505;-0,091111232;0,004502333;mammal;1;3740;2;NA;0;0,928571429;1;NA;NA;61,43076373;LAGOMORPHA;Leporidae
Lepus europaeus;Lepus europaeus;2018s;7;0,395;0,362;0,033;1,806863395;1,883268363;0,465960814;0,462471817;-0,076404969;0,003488998;mammal;1;3740;2;NA;0;0,928571429;1;NA;NA;61,43076373;LAGOMORPHA;Leporidae
Sciurus vulgaris;Sciurus vulgaris;2000s;7;0,367;0,354;0,013;2,501716836;2,460958943;0,497424132;0,49158961;0,040757894;0,005834522;mammal;0;333;4,4185;NA;0;0,971428571;0,844444444;NA;NA;62,92089701;RODENTIA;Sciuridae
Sciurus vulgaris;Sciurus vulgaris;2006s;7;0,383;0,378;0,005;1,964291106;1,976860647;0,474016342;0,481670955;-0,012569542;-0,007654613;mammal;0;333;4,4185;NA;0;0,971428571;0,844444444;NA;NA;62,92089701;RODENTIA;Sciuridae
Sciurus vulgaris;Sciurus vulgaris;2012s;7;0,366;0,335;0,031;2,466520002;2,562883596;0,497495509;0,504236602;-0,096363594;-0,006741094;mammal;0;333;4,4185;NA;0;0,971428571;0,844444444;NA;NA;62,92089701;RODENTIA;Sciuridae
Sciurus vulgaris;Sciurus vulgaris;2018s;7;0,367;0,349;0,018;1,807013849;1,767308857;0,471779207;0,467037074;0,039704993;0,004742132;mammal;0;333;4,4185;NA;0;0,971428571;0,844444444;NA;NA;62,92089701;RODENTIA;Sciuridae
Vulpes vulpes;Vulpes vulpes;2000s;7;0,345;0,319;0,025;3,161849589;3,065945397;0,487176006;0,490963985;0,095904192;-0,003787979;mammal;1;5476,17;5,768211507;NA;0;0,871428571;0,911111111;NA;NA;63,19039002;CARNIVORA;Canidae
Vulpes vulpes;Vulpes vulpes;2006s;7;0,372;0,358;0,014;2,95010358;2,898662812;0,497870927;0,493521861;0,051440768;0,004349066;mammal;1;5476,17;5,768211507;NA;0;0,871428571;0,911111111;NA;NA;63,19039002;CARNIVORA;Canidae
Vulpes vulpes;Vulpes vulpes;2012s;7;0,293;0,286;0,007;5,749386309;5,795656848;0,528530645;0,53404691;-0,046270539;-0,005516265;mammal;1;5476,17;5,768211507;NA;0;0,871428571;0,911111111;NA;NA;63,19039002;CARNIVORA;Canidae
Vulpes vulpes;Vulpes vulpes;2018s;7;0,29;0,287;0,004;3,53982289;3,524717572;0,489551901;0,48593876;0,015105317;0,003613141;mammal;1;5476,17;5,768211507;NA;0;0,871428571;0,911111111;NA;NA;63,19039002;CARNIVORA;Canidae
Neovison vison;Neovison vison;2000s;7;0,354;0,332;0,022;5,136512008;4,998060141;0,515915103;0,512307568;0,138451868;0,003607535;mammal;1;1150;4,03739726;NA;0;0,93877551;0,8;NA;NA;63,36759722;CARNIVORA;Mustelidae
Neovison vison;Neovison vison;2006s;7;0,395;0,353;0,042;4,835698465;4,588969004;0,516697116;0,5132175;0,24672946;0,003479615;mammal;1;1150;4,03739726;NA;0;0,93877551;0,8;NA;NA;63,36759722;CARNIVORA;Mustelidae
Neovison vison;Neovison vison;2012s;7;0,347;0,334;0,013;6,056373783;6,149604962;0,523463579;0,52204216;-0,093231178;0,001421419;mammal;1;1150;4,03739726;NA;0;0,93877551;0,8;NA;NA;63,36759722;CARNIVORA;Mustelidae
Neovison vison;Neovison vison;2018s;7;0,364;0,323;0,041;2,272721804;2,389179993;0,474454219;0,475017533;-0,116458189;-0,000563313;mammal;1;1150;4,03739726;NA;0;0,93877551;0,8;NA;NA;63,36759722;CARNIVORA;Mustelidae
Capreolus capreolus;Capreolus capreolus;2000s;7;0,697;0,662;0,035;0,979402587;1,033408025;0,45831309;0,463367;-0,054005438;-0,00505391;mammal;1;22500;6,398333333;NA;0;0,885714286;1;NA;NA;61,50307287;ARTIODACTYLA;Cervidae
Capreolus capreolus;Capreolus capreolus;2006s;7;0,577;0,565;0,012;1,41294712;1,437392469;0,471944395;0,469826884;-0,024445349;0,002117512;mammal;1;22500;6,398333333;NA;0;0,885714286;1;NA;NA;61,50307287;ARTIODACTYLA;Cervidae
Capreolus capreolus;Capreolus capreolus;2012s;7;0,343;0,29;0,053;5,774256177;6,154912825;0,503230201;0,503000707;-0,380656648;0,000229494;mammal;1;22500;6,398333333;NA;0;0,885714286;1;NA;NA;61,50307287;ARTIODACTYLA;Cervidae
Capreolus capreolus;Capreolus capreolus;2018s;7;0,36;0,313;0,046;3,135516642;2,963232528;0,491029657;0,500912353;0,172284114;-0,009882696;mammal;1;22500;6,398333333;NA;0;0,885714286;1;NA;NA;61,50307287;ARTIODACTYLA;Cervidae
Nyctereutes procyonoides;Nyctereutes procyonoides;2000s;7;0,403;0,371;0,032;7,587543178;7,894232734;0,510812948;0,507085188;-0,306689556;0,00372776;mammal;1;4040;5,731333333;NA;0;0,953571429;0,688888889;NA;NA;61,58366935;CARNIVORA;Canidae
Nyctereutes procyonoides;Nyctereutes procyonoides;2006s;7;0,304;0,286;0,018;8,638553779;8,818756455;0,507806656;0,508509646;-0,180202676;-0,00070299;mammal;1;4040;5,731333333;NA;0;0,953571429;0,688888889;NA;NA;61,58366935;CARNIVORA;Canidae
Nyctereutes procyonoides;Nyctereutes procyonoides;2012s;7;0,399;0,263;0,136;4,03471499;4,780997757;0,494933844;0,498333365;-0,746282768;-0,003399521;mammal;1;4040;5,731333333;NA;0;0,953571429;0,688888889;NA;NA;61,58366935;CARNIVORA;Canidae
Nyctereutes procyonoides;Nyctereutes procyonoides;2018s;7;0,395;0,372;0,023;2,498506495;2,426614766;0,459771071;0,452297146;0,07189173;0,007473925;mammal;1;4040;5,731333333;NA;0;0,953571429;0,688888889;NA;NA;61,58366935;CARNIVORA;Canidae
Mustela nivalis;Mustela nivalis;2000s;7;0,323;0,23;0,094;5,670999892;6,342645674;0,511794236;0,51165586;-0,671645781;0,000138376;mammal;1;103,88;3,271764247;NA;0;0,857142857;1;NA;NA;62,81158957;CARNIVORA;Mustelidae
Mustela nivalis;Mustela nivalis;2006s;7;0,36;0,336;0,023;4,039173708;4,156552218;0,468251016;0,472494574;-0,11737851;-0,004243558;mammal;1;103,88;3,271764247;NA;0;0,857142857;1;NA;NA;62,81158957;CARNIVORA;Mustelidae
Mustela nivalis;Mustela nivalis;2012s;7;0,274;0,227;0,048;8,539030848;9,023180473;0,539149751;0,534182681;-0,484149624;0,00496707;mammal;1;103,88;3,271764247;NA;0;0,857142857;1;NA;NA;62,81158957;CARNIVORA;Mustelidae
Mustela nivalis;Mustela nivalis;2018s;7;0,331;0,291;0,039;2,145860709;2,047465483;0,471716923;0,465730521;0,098395226;0,005986402;mammal;1;103,88;3,271764247;NA;0;0,857142857;1;NA;NA;62,81158957;CARNIVORA;Mustelidae
Odocoileus virginianus;Odocoileus virginianus;2000s;7;0,809;0,778;0,031;0,225727214;0,21418345;0,452296555;0,448556648;0,011543764;0,003739907;mammal;1;55508,56;7,435296804;NA;0;0,596765499;0,977777778;NA;NA;61,0713545;ARTIODACTYLA;Cervidae
Odocoileus virginianus;Odocoileus virginianus;2006s;7;0,662;0,612;0,051;0,550676211;0,510463294;0,453638456;0,442877856;0,040212917;0,0107606;mammal;1;55508,56;7,435296804;NA;0;0,596765499;0,977777778;NA;NA;61,0713545;ARTIODACTYLA;Cervidae
Odocoileus virginianus;Odocoileus virginianus;2012s;7;0,453;0,43;0,023;1,391891541;1,350574778;0,454915093;0,453011289;0,041316763;0,001903804;mammal;1;55508,56;7,435296804;NA;0;0,596765499;0,977777778;NA;NA;61,0713545;ARTIODACTYLA;Cervidae
Odocoileus virginianus;Odocoileus virginianus;2018s;7;0,502;0,402;0,099;0,420242116;0,479861945;0,4364829;0,436546602;-0,059619829;-6,37E-05;mammal;1;55508,56;7,435296804;NA;0;0,596765499;0,977777778;NA;NA;61,0713545;ARTIODACTYLA;Cervidae
Mustela erminea;Mustela erminea;2000s;7;0,474;0,465;0,009;2,654327449;2,624198403;0,484502471;0,485368127;0,030129046;-0,000865656;mammal;1;119,38;2,955555776;NA;0;0,842857143;0,866666667;NA;NA;62,719367;CARNIVORA;Mustelidae
Mustela erminea;Mustela erminea;2006s;7;0,387;0,37;0,017;9,409288325;9,215995392;0,491273367;0,491816174;0,193292933;-0,000542806;mammal;1;119,38;2,955555776;NA;0;0,842857143;0,866666667;NA;NA;62,719367;CARNIVORA;Mustelidae
Mustela erminea;Mustela erminea;2012s;7;0,544;0,529;0,015;1,587590939;1,555098414;0,504515465;0,503122185;0,032492525;0,001393281;mammal;1;119,38;2,955555776;NA;0;0,842857143;0,866666667;NA;NA;62,719367;CARNIVORA;Mustelidae
Mustela erminea;Mustela erminea;2018s;7;0,521;0,505;0,016;6,679234692;6,536681264;0,546748241;0,543912481;0,142553427;0,00283576;mammal;1;119,38;2,955555776;NA;0;0,842857143;0,866666667;NA;NA;62,719367;CARNIVORA;Mustelidae
Meles meles;Meles meles;2006s;5;0,083;0,077;0,006;477,4093375;480,2610784;0,466513076;0,468917786;-2,851740896;-0,00240471;mammal;0;13000;5,921227671;NA;0;0,914285714;0,533333333;NA;NA;62,68204073;CARNIVORA;Mustelidae
Rangifer tarandus;Rangifer tarandus fennicus;2006s;5;0,069;0,066;0,004;229,281625;228,439287;0,373811902;0,373680781;0,842337971;0,00013112;mammal;0;86033,98;5;NA;0;0,957142857;1;NA;NA;63,0604748;ARTIODACTYLA;Cervidae
Rangifer tarandus;Rangifer tarandus fennicus;2018s;7;0,43;0,418;0,013;1,475636405;1,500094744;0,472759753;0,477210801;-0,024458339;-0,004451048;mammal;0;86033,98;5;NA;0;0,957142857;1;NA;NA;63,0604748;ARTIODACTYLA;Cervidae
Castor fiber;Castor sp.;2018s;6;0,116;0,115;0,001;143,392953;143,208607;0,503668709;0,498139729;0,184346002;0,005528979;mammal;1;20410;8,153;NA;0;0,892857143;1;NA;NA;61,31566229;RODENTIA;Castoridae
Canis lupus;Canis lupus;2000s;4;0,057;0,036;0,021;13863,3616;14168,42219;0,532077305;0,529391623;-305,0605836;0,002685682;mammal;1;32183,33;7,899333333;NA;1;0,806015038;1;NA;NA;62,89615909;CARNIVORA;Canidae
Canis lupus;Canis lupus;2006s;6;0,333;0,324;0,009;22,73329369;22,98001562;0,471936081;0,468140262;-0,24672193;0,003795819;mammal;1;32183,33;7,899333333;NA;1;0,806015038;1;NA;NA;62,89615909;CARNIVORA;Canidae
Canis lupus;Canis lupus;2012s;6;0,144;0,141;0,003;46,22775085;46,37723308;0,469922571;0,469436317;-0,149482236;0,000486253;mammal;1;32183,33;7,899333333;NA;1;0,806015038;1;NA;NA;62,89615909;CARNIVORA;Canidae
Canis lupus;Canis lupus;2018s;7;0,43;0,399;0,031;0,287417693;0,276306693;0,347783566;0,345124625;0,011111;0,002658941;mammal;1;32183,33;7,899333333;NA;1;0,806015038;1;NA;NA;62,89615909;CARNIVORA;Canidae
Sus scrofa;Sus scrofa;2018s;6;0,287;0,266;0,021;10,35979376;10,11084816;0,418765166;0,421081021;0,2489456;-0,002315855;mammal;1;96118,09;7,27690411;NA;0;0,955102041;0,777777778;NA;NA;61,02430364;ARTIODACTYLA;Suidae
Mustela putorius;Mustela putorius;2018s;6;0,141;0,138;0,003;132,2942408;132,6917426;0,527020706;0,525162371;-0,397501827;0,001858335;mammal;1;915,37;4,52729968;NA;1;0,885714286;0,8;NA;NA;62,0681439;CARNIVORA;Mustelidae
